order_line,order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales_amount,quantity,discount,profit
1052,US-2015-153500,2015-07-03,2015-07-05,First Class,DG-13300,OFF-PA-10001307,6.72,2,0.2,2.436
1053,US-2015-153500,2015-07-03,2015-07-05,First Class,DG-13300,FUR-FU-10004460,282.888,9,0.2,56.5776
1054,CA-2015-110667,2015-04-04,2015-04-08,Standard Class,NF-18595,OFF-AR-10000716,11.16,2,0,4.3524
1055,CA-2015-110667,2015-04-04,2015-04-08,Standard Class,NF-18595,FUR-FU-10004622,108.4,2,0,22.764
1056,CA-2015-110667,2015-04-04,2015-04-08,Standard Class,NF-18595,OFF-BI-10002735,82.344,3,0.2,27.7911
1057,CA-2015-110667,2015-04-04,2015-04-08,Standard Class,NF-18595,OFF-BI-10003529,9.088,4,0.2,3.2944
1061,US-2015-125374,2015-03-23,2015-03-29,Standard Class,JD-16060,FUR-CH-10003396,107.772,2,0.3,-29.2524
1062,CA-2015-161263,2015-04-16,2015-04-21,Standard Class,TS-21160,OFF-AP-10002350,45.216,3,0.2,4.5216
1063,CA-2015-161263,2015-04-16,2015-04-21,Standard Class,TS-21160,OFF-FA-10004838,10.416,7,0.2,-2.2134
1064,CA-2015-161263,2015-04-16,2015-04-21,Standard Class,TS-21160,OFF-AR-10004757,7.872,3,0.2,1.2792
1065,CA-2015-161263,2015-04-16,2015-04-21,Standard Class,TS-21160,TEC-PH-10002115,118.782,3,0.4,-27.7158
1066,CA-2015-161263,2015-04-16,2015-04-21,Standard Class,TS-21160,OFF-FA-10003059,1.448,1,0.2,0.2353
1067,CA-2015-161263,2015-04-16,2015-04-21,Standard Class,TS-21160,OFF-BI-10004330,55.47,5,0.7,-46.225
1070,US-2015-150161,2015-07-25,2015-07-29,Standard Class,RB-19795,OFF-BI-10001524,25.176,4,0.7,-18.4624
1071,CA-2015-144652,2015-11-20,2015-11-26,Standard Class,SN-20560,OFF-AR-10003732,19.46,7,0,5.0596
1081,CA-2015-110016,2015-11-29,2015-12-04,Standard Class,BT-11395,OFF-PA-10000349,19.92,4,0,9.3624
1082,CA-2015-110016,2015-11-29,2015-12-04,Standard Class,BT-11395,FUR-CH-10002880,1106.91,9,0,121.7601
1092,CA-2015-143490,2015-12-06,2015-12-13,Standard Class,NP-18325,OFF-AR-10002952,120.15,9,0,33.642
1093,CA-2015-143490,2015-12-06,2015-12-13,Standard Class,NP-18325,TEC-PH-10000576,219.184,2,0.2,19.1786
1094,CA-2015-165085,2015-12-27,2015-12-31,Standard Class,BT-11485,OFF-PA-10000605,28.9,5,0,14.161
1095,CA-2015-165085,2015-12-27,2015-12-31,Standard Class,BT-11485,OFF-AP-10002518,355.96,2,0,103.2284
1118,CA-2015-142755,2015-09-04,2015-09-08,Standard Class,CS-12355,OFF-PA-10001970,279.9,5,0,137.151
1119,CA-2015-142755,2015-09-04,2015-09-08,Standard Class,CS-12355,TEC-AC-10002049,619.95,5,0,111.591
1120,CA-2015-142755,2015-09-04,2015-09-08,Standard Class,CS-12355,OFF-PA-10000141,4.36,2,0,2.0492
1121,CA-2015-142755,2015-09-04,2015-09-08,Standard Class,CS-12355,OFF-EN-10004459,15.28,2,0,7.4872
1128,CA-2015-105970,2015-03-02,2015-03-07,Standard Class,PA-19060,OFF-AR-10003156,10.16,1,0,2.6416
1129,CA-2015-105970,2015-03-02,2015-03-07,Standard Class,PA-19060,OFF-EN-10001532,101.88,6,0,50.94
1147,CA-2015-112452,2015-04-04,2015-04-04,Same Day,NC-18340,OFF-AP-10003849,644.076,2,0.1,107.346
1148,CA-2015-112452,2015-04-04,2015-04-04,Same Day,NC-18340,OFF-FA-10000735,5.84,2,0,2.628
1149,CA-2015-112452,2015-04-04,2015-04-04,Same Day,NC-18340,OFF-BI-10003350,12.76,2,0,5.8696
1150,CA-2015-112452,2015-04-04,2015-04-04,Same Day,NC-18340,TEC-PH-10000307,10.95,1,0,0.438
1151,CA-2015-112452,2015-04-04,2015-04-04,Same Day,NC-18340,TEC-CO-10004202,599.98,2,0,209.993
1152,CA-2015-113971,2015-05-08,2015-05-14,Standard Class,CB-12535,FUR-FU-10001852,8.352,6,0.2,1.2528
1167,CA-2015-125416,2015-11-02,2015-11-02,Same Day,KC-16540,TEC-AC-10001552,447.93,9,0,49.2723
1174,US-2015-104430,2015-10-22,2015-10-26,Standard Class,LT-17110,OFF-BI-10000301,5.176,4,0.8,-7.764
1175,CA-2015-132080,2015-08-22,2015-08-25,First Class,DP-13105,OFF-BI-10003694,50.112,6,0.2,16.2864
1194,US-2015-130519,2015-09-15,2015-09-15,Same Day,NG-18355,OFF-PA-10001937,15.552,3,0.2,5.4432
1195,US-2015-130519,2015-09-15,2015-09-15,Same Day,NG-18355,FUR-FU-10002268,15.712,4,0.2,2.5532
1196,US-2015-130519,2015-09-15,2015-09-15,Same Day,NG-18355,OFF-ST-10001321,24.672,2,0.2,2.1588
1197,US-2015-130519,2015-09-15,2015-09-15,Same Day,NG-18355,FUR-FU-10003394,55.968,1,0.2,-2.0988
1232,CA-2015-132570,2015-10-31,2015-11-02,Second Class,KT-16480,OFF-AR-10000369,2.78,2,0,0.7228
1233,CA-2015-132570,2015-10-31,2015-11-02,Second Class,KT-16480,OFF-EN-10003055,79.96,2,0,35.982
1253,CA-2015-154956,2015-07-04,2015-07-09,Standard Class,IM-15070,TEC-PH-10004165,1099.96,4,0,285.9896
1285,US-2015-149692,2015-12-06,2015-12-12,Standard Class,KW-16435,OFF-BI-10002813,2.772,7,0.8,-4.851
1287,CA-2015-124268,2015-07-04,2015-07-08,Standard Class,AD-10180,OFF-AR-10004817,15.48,3,0,4.4892
1293,CA-2015-101707,2015-08-27,2015-09-01,Standard Class,PF-19165,OFF-SU-10001218,32.94,3,0,9.2232
1294,CA-2015-101707,2015-08-27,2015-09-01,Standard Class,PF-19165,OFF-PA-10002968,114.2,5,0,52.532
1295,CA-2015-101707,2015-08-27,2015-09-01,Standard Class,PF-19165,OFF-LA-10000134,3.08,1,0,1.4784
1296,CA-2015-138898,2015-05-25,2015-05-29,Standard Class,JH-16180,OFF-AP-10004487,845.728,13,0.2,84.5728
1300,CA-2015-121391,2015-10-04,2015-10-07,First Class,AA-10315,OFF-ST-10001590,26.96,2,0,7.0096
1303,CA-2015-115847,2015-09-19,2015-09-24,Second Class,TC-21535,FUR-BO-10003433,61.96,2,0,4.3372
1327,CA-2015-120439,2015-06-14,2015-06-18,Standard Class,AD-10180,FUR-FU-10001867,51.072,6,0.2,5.1072
1344,CA-2015-131758,2015-05-28,2015-06-01,Standard Class,KB-16315,OFF-AR-10000411,47.82,3,0,14.346
1345,CA-2015-131758,2015-05-28,2015-06-01,Standard Class,KB-16315,OFF-LA-10000262,13.05,5,0,6.003
1370,US-2015-103471,2015-12-24,2015-12-28,Standard Class,JR-15670,FUR-BO-10002613,590.058,7,0.7,-786.744
1371,US-2015-103471,2015-12-24,2015-12-28,Standard Class,JR-15670,OFF-AR-10003405,14.04,3,0.2,1.5795
1375,CA-2015-120362,2015-09-14,2015-09-19,Standard Class,CA-12265,FUR-TA-10003008,912.75,5,0,118.6575
1417,CA-2015-126697,2015-09-21,2015-09-24,First Class,SV-20815,TEC-PH-10002922,946.344,7,0.2,118.293
1418,CA-2015-126697,2015-09-21,2015-09-24,First Class,SV-20815,TEC-AC-10004353,151.2,3,0.2,32.13
1419,CA-2015-126697,2015-09-21,2015-09-24,First Class,SV-20815,FUR-FU-10001706,4.928,4,0.6,-1.4784
1420,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,OFF-PA-10000501,86.272,4,0.2,31.2736
1421,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,OFF-BI-10000778,72.588,2,0.7,-48.392
1422,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,OFF-AP-10004980,60.672,2,0.2,14.4096
1423,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,OFF-BI-10003984,77.031,9,0.7,-59.0571
1424,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,OFF-ST-10000798,119.904,6,0.2,-1.4988
1425,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,TEC-PH-10001750,263.96,5,0.2,23.0965
1426,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,OFF-ST-10002743,363.648,4,0.2,-86.3664
1427,US-2015-164448,2015-10-31,2015-11-04,Second Class,DK-12835,OFF-BI-10002949,9.728,2,0.2,3.2832
1428,US-2015-164448,2015-10-31,2015-11-04,Second Class,DK-12835,OFF-EN-10002600,14.75,5,0,7.08
1429,US-2015-164448,2015-10-31,2015-11-04,Second Class,DK-12835,OFF-BI-10003708,29.8,5,0.2,9.3125
1430,US-2015-164448,2015-10-31,2015-11-04,Second Class,DK-12835,OFF-LA-10003510,427.42,14,0,196.6132
1438,CA-2015-139731,2015-10-15,2015-10-15,Same Day,JE-15745,TEC-AC-10004975,263.88,3,0.2,42.8805
1439,CA-2015-139731,2015-10-15,2015-10-15,Same Day,JE-15745,FUR-CH-10002024,2453.43,5,0.3,-350.49
1444,CA-2015-166135,2015-10-01,2015-10-06,Standard Class,SC-20440,OFF-ST-10002974,139.424,4,0.2,17.428
1450,CA-2015-145821,2015-05-01,2015-05-07,Standard Class,JB-15400,TEC-PH-10004348,88.752,3,0.2,11.094
1451,US-2015-160150,2015-07-19,2015-07-20,First Class,TS-21085,OFF-BI-10004352,2.025,1,0.7,-1.35
1458,CA-2015-111297,2015-08-17,2015-08-21,Standard Class,SC-20440,OFF-BI-10002412,52.2,9,0,23.49
1461,CA-2015-119907,2015-12-01,2015-12-08,Standard Class,LC-17140,OFF-BI-10001765,55.424,2,0.2,19.3984
1468,CA-2015-100769,2015-05-16,2015-05-16,Same Day,TH-21550,TEC-AC-10002402,255.968,4,0.2,31.996
1472,US-2015-161466,2015-09-24,2015-09-27,Second Class,ON-18715,OFF-AR-10000634,6.848,2,0.2,0.5992
1474,US-2015-105676,2015-12-01,2015-12-02,Same Day,NM-18520,FUR-FU-10004270,6.688,4,0.6,-4.0128
1487,CA-2015-140410,2015-11-03,2015-11-07,Standard Class,CM-12655,TEC-PH-10003580,1212.848,7,0.2,106.1242
1488,CA-2015-140410,2015-11-03,2015-11-07,Standard Class,CM-12655,TEC-AC-10001109,89.97,3,0,37.7874
1489,CA-2015-140410,2015-11-03,2015-11-07,Standard Class,CM-12655,FUR-FU-10003347,42.6,3,0,16.614
1505,CA-2015-153388,2015-08-01,2015-08-07,Standard Class,PC-19000,OFF-AR-10001868,6.72,4,0,3.36
1506,CA-2015-153388,2015-08-01,2015-08-07,Standard Class,PC-19000,FUR-TA-10003715,1004.976,6,0.2,-175.8708
1522,CA-2015-144806,2015-12-06,2015-12-11,Standard Class,GH-14425,FUR-FU-10002253,206.112,6,0.2,48.9516
1523,CA-2015-144806,2015-12-06,2015-12-11,Standard Class,GH-14425,OFF-PA-10002586,19.92,5,0.2,6.723
1524,CA-2015-144806,2015-12-06,2015-12-11,Standard Class,GH-14425,OFF-PA-10003039,198.272,8,0.2,61.96
1525,CA-2015-144806,2015-12-06,2015-12-11,Standard Class,GH-14425,OFF-ST-10004804,247.104,6,0.2,-58.6872
1526,CA-2015-144806,2015-12-06,2015-12-11,Standard Class,GH-14425,OFF-AR-10004042,86.304,6,0.2,9.7092
1529,CA-2015-148432,2015-11-07,2015-11-10,Second Class,MC-18130,OFF-FA-10004968,26.18,7,0,0.5236
1530,CA-2015-148432,2015-11-07,2015-11-10,Second Class,MC-18130,OFF-PA-10001274,7.3,2,0,3.431
1531,CA-2015-103793,2015-03-26,2015-03-31,Standard Class,BV-11245,OFF-PA-10001125,74.352,3,0.2,23.235
1546,CA-2014-150245,2014-12-31,2015-01-04,Second Class,PC-18745,FUR-BO-10002613,1573.488,7,0.2,196.686
1547,CA-2015-111395,2015-11-23,2015-11-27,Standard Class,VB-21745,OFF-PA-10000994,335.52,4,0.2,117.432
1548,CA-2015-111395,2015-11-23,2015-11-27,Standard Class,VB-21745,OFF-BI-10002867,23.912,2,0.8,-40.6504
1549,CA-2015-111395,2015-11-23,2015-11-27,Standard Class,VB-21745,OFF-ST-10001291,27.056,2,0.2,2.3674
1555,CA-2015-111507,2015-02-06,2015-02-13,Standard Class,VW-21775,OFF-AR-10001315,5.28,3,0,1.5312
1559,CA-2015-112116,2015-03-16,2015-03-18,Second Class,JE-15475,FUR-TA-10001039,171.96,2,0,44.7096
1564,CA-2015-158554,2015-11-09,2015-11-09,Same Day,CM-12190,OFF-PA-10004000,11.352,3,0.2,4.1151
1566,CA-2015-132101,2015-03-19,2015-03-25,Standard Class,JO-15550,TEC-PH-10004539,453.576,3,0.2,39.6879
1567,CA-2015-129112,2015-11-29,2015-11-30,First Class,AW-10840,TEC-AC-10003038,21.48,3,0.2,-0.2685
1568,CA-2015-129112,2015-11-29,2015-11-30,First Class,AW-10840,OFF-BI-10000088,8.784,4,0.8,-13.6152
1580,CA-2015-131338,2015-08-09,2015-08-12,First Class,NP-18325,TEC-PH-10003012,307.98,2,0,89.3142
1581,CA-2015-131338,2015-08-09,2015-08-12,First Class,NP-18325,FUR-TA-10002607,382.806,9,0.4,-153.1224
1582,CA-2015-131338,2015-08-09,2015-08-12,First Class,NP-18325,OFF-ST-10000642,41.96,2,0,2.9372
1583,CA-2015-131338,2015-08-09,2015-08-12,First Class,NP-18325,OFF-BI-10000545,1217.568,2,0.2,456.588
1584,CA-2015-131338,2015-08-09,2015-08-12,First Class,NP-18325,FUR-FU-10002157,47.04,3,0,18.3456
1585,CA-2015-131338,2015-08-09,2015-08-12,First Class,NP-18325,FUR-FU-10001706,6.16,2,0,2.9568
1586,CA-2015-131338,2015-08-09,2015-08-12,First Class,NP-18325,TEC-PH-10000984,979.95,5,0,274.386
1587,CA-2015-131338,2015-08-09,2015-08-12,First Class,NP-18325,OFF-PA-10001357,143.7,3,0,68.976
1588,CA-2015-131338,2015-08-09,2015-08-12,First Class,NP-18325,OFF-FA-10000992,10.65,3,0,5.0055
1589,CA-2015-131338,2015-08-09,2015-08-12,First Class,NP-18325,TEC-AC-10002600,247.8,4,0,34.692
1593,CA-2015-122826,2015-06-23,2015-06-25,Second Class,RD-19480,TEC-PH-10004830,201.568,4,0.2,22.6764
1595,CA-2015-118423,2015-03-24,2015-03-27,First Class,DP-13390,FUR-BO-10000362,359.058,3,0.3,-35.9058
1616,CA-2015-130022,2015-08-10,2015-08-16,Standard Class,JK-16120,OFF-LA-10002787,3.75,1,0,1.8
1617,CA-2015-130022,2015-08-10,2015-08-16,Standard Class,JK-16120,OFF-LA-10002043,41.4,4,0,19.872
1618,CA-2015-130022,2015-08-10,2015-08-16,Standard Class,JK-16120,OFF-AR-10001915,29.79,3,0,12.5118
1625,CA-2015-157084,2015-12-19,2015-12-24,Standard Class,JG-15160,TEC-PH-10002922,675.96,5,0.2,84.495
1626,CA-2015-157084,2015-12-19,2015-12-24,Standard Class,JG-15160,TEC-AC-10002049,1265.85,3,0,556.974
1627,CA-2015-164539,2015-11-16,2015-11-22,Standard Class,PO-19180,OFF-AP-10002457,523.25,5,0,141.2775
1628,CA-2015-143119,2015-09-24,2015-09-30,Standard Class,MC-17275,FUR-CH-10001270,517.5,6,0,155.25
1644,CA-2015-111829,2015-03-19,2015-03-20,First Class,FH-14365,OFF-ST-10000142,1247.64,3,0,349.3392
1645,CA-2015-111829,2015-03-19,2015-03-20,First Class,FH-14365,TEC-CO-10001766,3149.93,7,0,1480.4671
1646,CA-2015-111829,2015-03-19,2015-03-20,First Class,FH-14365,OFF-PA-10004359,209.7,2,0,100.656
1647,CA-2015-105221,2015-11-01,2015-11-03,First Class,VM-21685,TEC-AC-10002323,35.36,2,0.2,-3.094
1648,CA-2015-105221,2015-11-01,2015-11-03,First Class,VM-21685,OFF-FA-10001135,3.168,2,0.2,-0.7128
1649,CA-2015-120341,2015-09-26,2015-09-29,Second Class,SF-20200,OFF-BI-10004224,121.104,6,0.7,-100.92
1650,CA-2015-120341,2015-09-26,2015-09-29,Second Class,SF-20200,TEC-PH-10003357,45.894,1,0.4,-9.1788
1670,US-2015-157154,2015-01-10,2015-01-15,Standard Class,MM-17920,FUR-TA-10001889,1018.104,4,0.4,-373.3048
1674,CA-2015-150560,2015-12-11,2015-12-12,First Class,SW-20455,OFF-LA-10003930,196.62,2,0,96.3438
1675,CA-2015-143077,2015-09-17,2015-09-21,Standard Class,SF-20965,FUR-FU-10003535,21.936,2,0.6,-10.4196
1676,CA-2015-143077,2015-09-17,2015-09-21,Standard Class,SF-20965,OFF-BI-10000088,6.588,3,0.8,-10.2114
1695,CA-2015-156335,2015-09-25,2015-09-28,Second Class,PO-19195,TEC-AC-10002006,63.96,4,0,19.8276
1696,CA-2015-156335,2015-09-25,2015-09-28,Second Class,PO-19195,OFF-BI-10003314,14.46,3,0,7.0854
1697,CA-2015-156335,2015-09-25,2015-09-28,Second Class,PO-19195,TEC-PH-10002726,104.98,2,0,52.49
1698,CA-2015-148376,2015-12-27,2015-12-31,Standard Class,AG-10900,OFF-AP-10000240,106.96,2,0,31.0184
1699,CA-2015-148376,2015-12-27,2015-12-31,Standard Class,AG-10900,OFF-LA-10002381,21.56,7,0,10.3488
1701,CA-2015-114069,2015-07-13,2015-07-15,Second Class,ND-18370,OFF-BI-10000320,11.808,2,0.2,4.2804
1702,CA-2015-114069,2015-07-13,2015-07-15,Second Class,ND-18370,FUR-CH-10000595,1931.04,9,0.1,321.84
1703,CA-2015-114069,2015-07-13,2015-07-15,Second Class,ND-18370,OFF-PA-10000349,9.96,2,0,4.6812
1706,CA-2015-100545,2015-11-22,2015-11-26,Standard Class,IM-15070,OFF-BI-10003638,11.61,2,0.7,-9.288
1713,CA-2015-145401,2015-01-30,2015-02-04,Standard Class,JP-15520,OFF-PA-10004405,14.304,6,0.2,5.0064
1722,US-2015-123218,2015-12-20,2015-12-25,Standard Class,KD-16345,TEC-PH-10001061,159.984,2,0.2,11.9988
1723,US-2015-123218,2015-12-20,2015-12-25,Standard Class,KD-16345,TEC-AC-10000736,255.968,4,0.2,51.1936
1724,US-2015-123218,2015-12-20,2015-12-25,Standard Class,KD-16345,FUR-BO-10003966,359.058,3,0.3,-71.8116
1725,CA-2015-127453,2015-12-19,2015-12-20,First Class,JK-15370,OFF-AP-10000828,434.352,3,0.2,43.4352
1726,CA-2015-127453,2015-12-19,2015-12-20,First Class,JK-15370,OFF-AP-10002906,3.552,2,0.2,0.444
1727,CA-2015-127453,2015-12-19,2015-12-20,First Class,JK-15370,OFF-AP-10003860,88.832,4,0.2,7.7728
1738,CA-2015-130204,2015-09-03,2015-09-09,Standard Class,DB-13120,OFF-ST-10001325,31.44,3,0,8.4888
1739,CA-2015-130204,2015-09-03,2015-09-09,Standard Class,DB-13120,TEC-AC-10003038,17.9,2,0,3.401
1740,CA-2015-130204,2015-09-03,2015-09-09,Standard Class,DB-13120,TEC-AC-10003590,129.45,5,0,46.602
1751,CA-2015-139094,2015-11-22,2015-11-27,Standard Class,MO-17800,FUR-TA-10004607,206.962,2,0.3,-32.5226
1756,CA-2015-135622,2015-12-08,2015-12-11,Second Class,TT-21460,OFF-PA-10000100,360.712,11,0.2,130.7581
1757,CA-2015-135622,2015-12-08,2015-12-11,Second Class,TT-21460,TEC-PH-10001817,1718.4,6,0.2,150.36
1758,US-2015-107349,2015-07-13,2015-07-15,First Class,SL-20155,OFF-BI-10001765,41.568,6,0.8,-66.5088
1761,CA-2015-130785,2015-09-05,2015-09-09,Standard Class,AG-10900,FUR-BO-10000330,411.332,4,0.15,-4.8392
1762,CA-2015-130785,2015-09-05,2015-09-09,Standard Class,AG-10900,OFF-BI-10001900,28.752,6,0.2,9.7038
1763,CA-2015-130785,2015-09-05,2015-09-09,Standard Class,AG-10900,FUR-BO-10003159,293.199,3,0.15,-20.6964
1778,CA-2015-105347,2015-11-24,2015-11-28,Standard Class,DP-13000,OFF-PA-10000675,368.91,9,0,180.7659
1779,CA-2015-105347,2015-11-24,2015-11-28,Standard Class,DP-13000,OFF-AR-10003045,14.7,5,0,6.615
1782,CA-2015-111094,2015-07-09,2015-07-13,Standard Class,CB-12535,OFF-PA-10001609,6.58,2,0,3.0268
1783,CA-2015-111094,2015-07-09,2015-07-13,Standard Class,CB-12535,OFF-BI-10001597,122.94,3,0,59.0112
1788,CA-2015-154326,2015-02-15,2015-02-19,Standard Class,RP-19855,TEC-PH-10001819,134.97,3,0,64.7856
1789,CA-2015-154326,2015-02-15,2015-02-19,Standard Class,RP-19855,TEC-PH-10000560,699.98,2,0,195.9944
1790,CA-2015-154326,2015-02-15,2015-02-19,Standard Class,RP-19855,TEC-AC-10004568,139.95,5,0,26.5905
1815,CA-2015-131597,2015-09-14,2015-09-18,Standard Class,SP-20620,FUR-TA-10002607,170.136,3,0.2,-8.5068
1816,CA-2015-164833,2015-06-04,2015-06-04,Same Day,LL-16840,OFF-LA-10000443,7.38,2,0,3.4686
1817,CA-2015-164833,2015-06-04,2015-06-04,Same Day,LL-16840,OFF-AR-10004685,9.26,2,0,3.0558
1818,CA-2015-125423,2015-12-13,2015-12-15,Second Class,MC-17575,OFF-LA-10001771,9.96,2,0,4.5816
1829,US-2015-140851,2015-07-13,2015-07-15,Second Class,ND-18460,OFF-PA-10000019,38.88,6,0,18.6624
1833,CA-2015-131422,2015-11-05,2015-11-09,Standard Class,GB-14530,FUR-CH-10001270,207,3,0.2,25.875
1843,CA-2015-135391,2015-02-09,2015-02-11,Second Class,FA-14230,OFF-LA-10001074,40.096,4,0.2,13.5324
1844,CA-2015-135391,2015-02-09,2015-02-11,Second Class,FA-14230,FUR-FU-10001986,40.784,2,0.6,-30.588
1850,CA-2015-160472,2015-07-20,2015-07-25,Second Class,RK-19300,OFF-ST-10000464,34.76,1,0,9.7328
1851,CA-2015-160472,2015-07-20,2015-07-25,Second Class,RK-19300,TEC-AC-10002253,831.2,5,0,124.68
1852,CA-2015-160472,2015-07-20,2015-07-25,Second Class,RK-19300,OFF-PA-10000528,26.4,5,0,11.88
1853,CA-2015-160472,2015-07-20,2015-07-25,Second Class,RK-19300,OFF-EN-10000483,106.75,7,0,49.105
1854,CA-2015-160472,2015-07-20,2015-07-25,Second Class,RK-19300,OFF-PA-10003129,97.82,2,0,45.9754
1855,CA-2015-160472,2015-07-20,2015-07-25,Second Class,RK-19300,OFF-ST-10003442,141.4,5,0,38.178
1859,CA-2015-121608,2015-09-03,2015-09-05,First Class,JB-15400,OFF-AP-10002311,137.62,2,0,60.5528
1860,CA-2015-121608,2015-09-03,2015-09-05,First Class,JB-15400,TEC-PH-10004959,100.49,1,0,25.1225
1868,CA-2015-127110,2015-06-25,2015-07-01,Standard Class,CH-12070,OFF-PA-10003309,31.104,6,0.2,10.8864
1869,CA-2015-127110,2015-06-25,2015-07-01,Standard Class,CH-12070,OFF-ST-10002554,78.256,2,0.2,-17.6076
1881,CA-2015-109512,2015-03-05,2015-03-05,Same Day,LF-17185,OFF-EN-10002621,29.34,3,0,14.67
1882,CA-2015-109512,2015-03-05,2015-03-05,Same Day,LF-17185,FUR-CH-10001146,383.607,7,0.1,63.9345
1883,CA-2015-109512,2015-03-05,2015-03-05,Same Day,LF-17185,OFF-ST-10000689,563.4,4,0,67.608
1909,CA-2015-157959,2015-02-03,2015-02-04,First Class,RW-19540,FUR-FU-10004093,136.92,4,0,41.076
1918,CA-2015-105634,2015-11-08,2015-11-14,Standard Class,HA-14905,OFF-AR-10001573,11.65,5,0,3.3785
1919,CA-2015-123673,2015-10-30,2015-11-01,Second Class,CH-12070,TEC-PH-10001809,299.9,2,0,74.975
1922,CA-2015-125178,2015-10-03,2015-10-09,Standard Class,MZ-17515,OFF-ST-10002562,15.008,2,0.2,1.5008
1937,CA-2015-141768,2015-05-25,2015-05-27,Second Class,NP-18685,FUR-FU-10002268,14.73,3,0,4.8609
1979,CA-2015-109939,2015-05-08,2015-05-12,Standard Class,AA-10375,OFF-AR-10000127,5.248,2,0.2,0.5904
1982,CA-2015-119592,2015-12-14,2015-12-16,Second Class,MM-18280,OFF-BI-10004187,3.76,2,0,1.8048
1988,CA-2015-127509,2015-11-09,2015-11-13,Standard Class,AS-10090,OFF-BI-10002393,17.22,3,0,7.9212
1989,CA-2015-127509,2015-11-09,2015-11-13,Standard Class,AS-10090,FUR-TA-10002855,1024.38,7,0,215.1198
1990,CA-2015-127509,2015-11-09,2015-11-13,Standard Class,AS-10090,OFF-EN-10000781,26.22,3,0,12.3234
1991,CA-2015-127509,2015-11-09,2015-11-13,Standard Class,AS-10090,OFF-PA-10002160,17.34,3,0,8.4966
2006,CA-2014-111150,2014-12-31,2015-01-04,Standard Class,RW-19630,OFF-AR-10000034,29.68,7,0,11.5752
2007,CA-2014-111150,2014-12-31,2015-01-04,Standard Class,RW-19630,TEC-AC-10000290,47.53,7,0,16.1602
2012,CA-2015-155761,2015-12-11,2015-12-11,Same Day,SC-20800,TEC-AC-10001606,159.984,2,0.2,35.9964
2013,CA-2015-155761,2015-12-11,2015-12-11,Same Day,SC-20800,OFF-ST-10000943,46.344,3,0.2,4.6344
2017,CA-2015-113110,2015-03-19,2015-03-23,Standard Class,BK-11260,OFF-BI-10000088,17.568,2,0.2,6.3684
2018,CA-2015-113110,2015-03-19,2015-03-23,Standard Class,BK-11260,OFF-LA-10000240,14.62,2,0,6.8714
2019,CA-2015-113110,2015-03-19,2015-03-23,Standard Class,BK-11260,OFF-SU-10001165,33.36,4,0,8.6736
2020,CA-2015-113110,2015-03-19,2015-03-23,Standard Class,BK-11260,OFF-PA-10002749,40.14,6,0,19.6686
2026,CA-2015-114237,2015-03-13,2015-03-15,First Class,MC-17275,FUR-BO-10004409,141.96,2,0,39.7488
2029,CA-2015-117961,2015-11-26,2015-11-30,Standard Class,GP-14740,OFF-BI-10000343,14.73,3,0,6.9231
2030,CA-2015-117961,2015-11-26,2015-11-30,Standard Class,GP-14740,OFF-ST-10001172,104.9,5,0,25.176
2031,CA-2015-117961,2015-11-26,2015-11-30,Standard Class,GP-14740,OFF-BI-10003707,61.04,4,0,30.52
2032,CA-2015-117961,2015-11-26,2015-11-30,Standard Class,GP-14740,OFF-PA-10001274,10.95,3,0,5.1465
2037,CA-2015-119214,2015-01-23,2015-01-27,Standard Class,CW-11905,OFF-PA-10002893,29.04,3,0,13.9392
2038,CA-2015-119214,2015-01-23,2015-01-27,Standard Class,CW-11905,OFF-LA-10003077,14.62,2,0,6.8714
2039,CA-2015-122287,2015-06-18,2015-06-23,Standard Class,SN-20560,OFF-PA-10001661,11.952,3,0.2,4.3326
2040,CA-2015-122287,2015-06-18,2015-06-23,Standard Class,SN-20560,OFF-BI-10004656,4.536,7,0.7,-3.3264
2041,CA-2015-122287,2015-06-18,2015-06-23,Standard Class,SN-20560,OFF-BI-10003707,9.156,2,0.7,-6.104
2042,CA-2015-122287,2015-06-18,2015-06-23,Standard Class,SN-20560,FUR-FU-10004973,75.36,5,0.2,20.724
2043,CA-2015-104493,2015-10-02,2015-10-08,Standard Class,EB-13705,OFF-BI-10004817,57.504,6,0.2,20.1264
2049,CA-2015-142237,2015-07-11,2015-07-13,First Class,CK-12595,FUR-FU-10004848,289.8,7,0.2,36.225
2050,CA-2015-142237,2015-07-11,2015-07-13,First Class,CK-12595,OFF-BI-10004022,2.502,3,0.7,-2.0016
2051,CA-2015-142237,2015-07-11,2015-07-13,First Class,CK-12595,OFF-BI-10003669,6.48,4,0.7,-4.752
2052,CA-2015-142237,2015-07-11,2015-07-13,First Class,CK-12595,FUR-CH-10003833,341.488,8,0.3,-73.176
2053,CA-2015-142237,2015-07-11,2015-07-13,First Class,CK-12595,OFF-AR-10003732,11.12,5,0.2,0.834
